ACCESSIONNUMBER	IS_PRIMARYISSUER_FLAG	ISSUER_SEQ_KEY	CIK	ENTITYNAME	STREET1	STREET2	CITY	STATEORCOUNTRY	STATEORCOUNTRYDESCRIPTION	ZIPCODE	ISSUERPHONENUMBER	JURISDICTIONOFINC	ISSUER_PREVIOUSNAME_1	ISSUER_PREVIOUSNAME_2	ISSUER_PREVIOUSNAME_3	EDGAR_PREVIOUSNAME_1	EDGAR_PREVIOUSNAME_2	EDGAR_PREVIOUSNAME_3	ENTITYTYPE	ENTITYTYPEOTHERDESC	YEAROFINC_TIMESPAN_CHOICE	YEAROFINC_VALUE_ENTERED
0001754586-22-000001	YES	101	0001754586	Huffman Prairie Fund I, LP	10510 SPRINGBORO PIKE		MIAMISBURG	OH	OHIO	45342	9373503344	DELAWARE							Limited Partnership		overFiveYears	
0001948703-22-000002	YES	101	0001948703	FOU Gaingels Fund I, a series of Zachary Ginsburg Funds, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001948688-22-000002	YES	101	0001948688	LE Fund I, a series of Xoogler Syndicate, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001945579-22-000002	YES	101	0001945579	AC Fund III, a series of Heron Rock AL Access Funds, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001945345-22-000002	YES	101	0001945345	JA Fund I, a series of Kube Opportunities, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001862799-22-000001	YES	101	0001862799	Millennium Infrastructure Fund, LLC	C/O MILLENNIUM INFRASTRUCTURE MGT, LLC	120 S WRIGHT STREET	DELAVAN	WI	WISCONSIN	53115	949-296-7502	WISCONSIN							Limited Liability Company		withinFiveYears	2021
0001945203-22-000002	YES	101	0001945203	AU Fund III, a series of MV Funds, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001913816-22-000003	YES	101	0001913816	Invisimask Technologies Ltd.	5858 Horton Street, Suite 170		Emeryville	CA	CALIFORNIA	94608	5106547045	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	withinFiveYears	2021
0001949092-22-000001	YES	101	0001949092	2022 Luby Field Development, LP	1131 FAIRVIEW AVENUE`	SUITE 300	BOWLING GREEN	KY	KENTUCKY	42103	270-282-8544	KENTUCKY							Limited Partnership		withinFiveYears	2022
0001947832-22-000001	YES	101	0001947832	Cella Farms Inc.	1736 WYCLIFFE LANE		SAN RAMON	CA	CALIFORNIA	94582	408-507-7322	DELAWARE							Corporation		withinFiveYears	2021
0001684643-22-000001	YES	101	0001684643	Railroad Ranch Capital Partners, LP	5950 Sherry Lane	Suite 202	DALLAS	TX	TEXAS	75225	214-996-0851	DELAWARE							Limited Partnership		overFiveYears	
0001790254-22-000001	YES	101	0001790254	Highwest Global Fund, LP	C/O HIGHWEST GLOBAL MANAGEMENT, LLC	916 NW WALL STREET, SUITE 200	BEND	OR	OREGON	97703	(541) 323-0150	DELAWARE							Limited Partnership		withinFiveYears	2019
0001638309-22-000001	YES	101	0001638309	BIGLEAF NETWORKS, INC.	10565 SW NIMBUS AVENUE, SUITE 110		TIGARD	OR	OREGON	97223	888-244-3133	DELAWARE				Bigleaf Networks, Inc.			Corporation		overFiveYears	
0001943007-22-000001	YES	101	0001943007	CrowdStreet Opportunity Zone Fund IV, LLC	98 SAN JACINTO BLVD	4TH FLOOR	AUSTIN	TX	TEXAS	78701	817-703-3512	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001947956-22-000001	YES	101	0001947956	Astra Navigation, Inc.	2740 Eastview Terrace		Escondido	CA	CALIFORNIA	92025	858.367.9168	DELAWARE							Corporation		withinFiveYears	2020
0001919787-22-000002	YES	101	0001919787	EASY CHOICE BUSINESS SOLUTIONS INC	5621 PALMER WAY STE G		CARLSBAD	CA	CALIFORNIA	92010	833-327-9583	CALIFORNIA							Corporation		withinFiveYears	2021
0001948652-22-000001	YES	101	0001948652	Madison Farms DST	6805 MORRISON BLVD	SUITE 250	CHARLOTTE	NC	NORTH CAROLINA	28211	7049988646	DELAWARE							Other	Delaware Statutory Trust	withinFiveYears	2022
0001080368-22-000042	YES	101	0001529483	Surgimatix, Inc.	1539 JARVIS AVE		ELK GROVE VILLAGE	IL	ILLINOIS	60007	2484171048	MICHIGAN							Corporation		overFiveYears	
0001946636-22-000003	YES	101	0001946636	IN Fund I, a series of Spacecadet Ventures, LP	119 SOUTH MAIN STREET	SUITE 220	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001695723-22-000001	YES	101	0001695723	AnchorPath 7/4 Fund, LP	C/O ALLIANCEBERNSTEIN L.P.	501 COMMERCE STREET	NASHVILLE	TN	TENNESSEE	37203	(212) 969-1000	DELAWARE							Limited Partnership		overFiveYears	
0001012975-22-000413	YES	101	0001943693	PEG Global Private Equity XI SCSp SICAV-RAIF	19, rue de Bitbourg		Luxembourg	N4	LUXEMBOURG	L-1273	352-28-26-97-25	LUXEMBOURG							Other	Luxembourg Special Limited Partnership	withinFiveYears	2022
0001947397-22-000002	YES	101	0001947397	CYT Fund II, a series of AX-RN-Funds, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0000919574-22-005731	YES	101	0001945349	Ragged Mountain Capital, LLC	4504 WISE COURT		CHARLOTTESVILLE	VA	VIRGINIA	22903	910-547-3635	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001012975-22-000412	YES	101	0001943691	PEG Global Private Equity XI L.P.	J.P. MORGAN INVESTMENT MANAGEMENT INC.	277 PARK AVENUE, 21ST FLOOR	NEW YORK	NY	NEW YORK	10172	212-648-1703	DELAWARE							Limited Partnership		withinFiveYears	2022
0001948692-22-000001	YES	101	0001948692	Forum Structured Finance SLP LLC	240 SAINT PAUL STREET	SUITE 400	DENVER	CO	COLORADO	80206	303-501-8880	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001946712-22-000002	YES	101	0001946712	SF Fund I, a series of Ride Wave Ventures, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001948995-22-000002	YES	101	0001948995	SO Fund II, a series of Roll Up Vehicles, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001948993-22-000002	YES	101	0001948993	AP Fund II, a series of Roll Up Vehicles, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001947739-22-000001	YES	101	0001947739	Ardmore Fund 3, LLC	1400 W. NORTHWOOD STREET		GREENSBORO	NC	NORTH CAROLINA	27408	336-383-5906	NORTH CAROLINA							Limited Liability Company		withinFiveYears	2022
0001948986-22-000002	YES	101	0001948986	XT Fund I, a series of Wukong Ventures, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001946725-22-000002	YES	101	0001946725	PL Fund II, a series of Adapt Ventures, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0000947871-22-001033	YES	101	0001156950	ARBITER PARTNERS LP	C/O BROKEN CLOCK MANAGEMENT, L.L.C.	530 FIFTH AVENUE, 20TH FLOOR	NEW YORK	NY	NEW YORK	10036	212-650-4660	DELAWARE							Limited Partnership		overFiveYears	
0001948916-22-000001	YES	101	0001948916	Climate Club Holdings PBC	18 CORNELL ST		SCARSDALE	NY	NEW YORK	10583	203-613-2262	DELAWARE							Other	Public Benefict Corporation	withinFiveYears	2021
0000919574-22-005729	YES	101	0001610456	Gulfstream Value Fund, LP	GULFSTREAM GP, LLC	450 SPRINGFIELD AVENUE, SUITE 204	SUMMIT	NJ	NEW JERSEY	07901	908-918-1600	DELAWARE							Limited Partnership		overFiveYears	
0001948985-22-000002	YES	101	0001948985	MUL Fund I, a series of Chaos Ventures Syndicate, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0000947871-22-001032	YES	101	0001589656	Arbiter Special Opportunities Fund II, LP	C/O BROKEN CLOCK MANAGEMENT, L.L.C.	530 FIFTH AVENUE, 20TH FLOOR	NEW YORK	NY	NEW YORK	10036	(212) 650-4660	DELAWARE							Limited Partnership		overFiveYears	
0001213900-22-060454	YES	101	0001663301	Worldwide Opportunity Fund (Cayman) Ltd.	WINDWARD 3	REGATTA OFFICE PARK, P.O. BOX 1350	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1108	35623717000	CAYMAN ISLANDS							Corporation		overFiveYears	
0001885316-22-000002	YES	101	0001885316	Remotely, Inc.	121 BOW STREET, UNIT C		PORTSMOUTH	NH	NEW HAMPSHIRE	03801	603-957-1588	DELAWARE							Corporation		withinFiveYears	2021
0000919574-22-005727	YES	101	0001340970	Gulfstream Opportunity Fund LP	GULFSTREAM CM, LLC	450 SPRINGFIELD AVENUE, SUITE 204	SUMMIT	NJ	NEW JERSEY	70901	908-918-1600	DELAWARE							Limited Partnership		overFiveYears	
0001922935-22-000001	YES	101	0001922935	Realterm Europe Logistics Income Feeder Fund, SCSp	6, RUE DICKS		LUXEMBOURG	N4	LUXEMBOURG	L-1417	352 20 600 100	LUXEMBOURG							Limited Partnership		withinFiveYears	2022
0000919574-22-005726	YES	101	0001588778	Podomus Capital Partners, LP	PODOMUS CAPITAL GP, LLC	343 GREENWICH AVENUE, SUITE 200	GREENWICH	CT	CONNECTICUT	06830	203-594-6755	DELAWARE							Limited Partnership		overFiveYears	
0000919574-22-005725	YES	101	0001931707	Arctis Global Fund LP	C/O CORPORATION SERVICE COMPANY	251 LITTLE FALLS DRIVE	WILMINGTON	DE	DELAWARE	19808	44 20 3962 4180	DELAWARE							Limited Partnership		withinFiveYears	2022
0001885790-22-000001	YES	101	0001885790	Fifth Hill Capital Partners, LP	777 WESTCHESTER AVENUE	SUITE 101	WHITE PLAINS	NY	NEW YORK	10604	914-222-5828	DELAWARE							Limited Partnership		withinFiveYears	2021
0001932758-22-000002	YES	101	0001932758	Greenbird Intelligence Fund LLC, Series I - SpaceX	155 KNICKERBOCKER AVENUE	SUITE 3	BOHEMIA	NY	NEW YORK	11716	646-798-2850	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001915807-22-000003	YES	101	0001915807	STILLMARK II LP	322 CULVER BLVD.	SUITE 263	LOS ANGELES	CA	CALIFORNIA	90293	310-490-3557	DELAWARE							Limited Partnership		withinFiveYears	2022
0001741863-22-000001	YES	101	0001741863	Invesco Long Duration Corporate Bond Fund, a Series of Invesco Multi Series Funds II, LLC	1555 PEACHTREE STREET, NE	SUITE 1800	ATLANTA	GA	GEORGIA	30309	404-892-0896	DELAWARE							Limited Liability Company		withinFiveYears	2018
0000935836-22-000537	YES	101	0001889274	Appia Long/Short Fund, L.P.	C/O CONYERS TRUST COMPANY (CAYMAN) LTD.	CRICKET SQUARE, HUTCHINS DR, PO BOX 2681	GEORGE TOWN, GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1111	55-11-999751538	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2021
0001948990-22-000002	YES	101	0001948990	HO Fund I, a series of Green Meadow Ventures, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001947409-22-000002	YES	101	0001947409	DR Fund I, a series of Permit RH, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001949035-22-000001	YES	101	0001949035	Badwater Alchemy Holdings LLC	3100 AIRPORT WAY SOUTH	BUILDING 8, FLOOR 4, SUITE 405	SEATTLE	WA	WASHINGTON	98134	425-785-1550	WASHINGTON							Limited Liability Company		withinFiveYears	2018
0001923424-22-000001	YES	101	0001923424	RELIF Special LP, SCSp	6, RUE DICKS		LUXEMBOURG	N4	LUXEMBOURG	L-1417	352 20 600 100	LUXEMBOURG							Limited Partnership		withinFiveYears	2022
0001948994-22-000002	YES	101	0001948994	PE Fund I, a series of 412 Angels Funds, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001507943-22-000053	YES	101	0001883801	Shenkman Multi-Asset Credit Fund LP	C/O SHENKMAN MULTI-ASSET CREDIT GP LLC	151 West 42nd Street, 29th Floor	NEW YORK	NY	NEW YORK	10036	212 867 9090	DELAWARE							Limited Partnership		withinFiveYears	2021
0001721811-22-000002	YES	101	0001721811	New View Surgical, Inc.	300 Brickstone Square	Suite 201	Andover	MA	MASSACHUSETTS	01810	(774) 284-2283	DELAWARE							Corporation		overFiveYears	
0001507943-22-000052	YES	101	0001883865	Shenkman Multi-Asset Credit Fund	2ND FLOOR, BLOCK E, IVEAGH COURT	HARCOURT ROAD	DUBLIN	L2	IRELAND	2	212 867 9090	IRELAND							Other	sub-fund of ICAV	withinFiveYears	2021
0000919574-22-005721	YES	101	0001502815	BIGHORN CAPITAL PARTNERS, LP	MIM MANAGEMENT, LP, ONE TOWER BRIDGE	100 FRONT STREET, SUITE 1500	WEST CONSHOHOCKEN	PA	PENNSYLVANIA	19428	610-834-9820	DELAWARE				Value Investing Partners, LP			Limited Partnership		overFiveYears	
0000919574-22-005720	YES	101	0001588830	COATUE LONG ONLY OFFSHORE FUND, LTD.	MORGAN STANLEY FUND SERVICES CAYMAN LTD.	HUTCHINS DR., BOUNDARY HALL, 2ND FL.	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1111	212-715-5100	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	overFiveYears	
0001748677-22-000001	YES	101	0001748677	Invesco Fixed Income Trust - Invesco High Quality Mortgage Backed Securities Fund	1555 PEACHTREE STREET, NE	SUITE 1800	ATLANTA	GA	GEORGIA	30309	404-892-0896	DELAWARE							Business Trust		withinFiveYears	2017
0001948987-22-000002	YES	101	0001948987	VA19 Fund I, a series of Roll Up Vehicles, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0000919574-22-005717	YES	101	0001617390	Radcliffe Domestic BDC Fund, L.P.	RADCLIFFE CAPITAL INVESTORS II, LLC	50 MONUMENT ROAD, SUITE 300	BALA CYNWYD	PA	PENNSYLVANIA	19004	610-617-5900	DELAWARE							Limited Partnership		overFiveYears	
0001588712-22-000001	YES	101	0001588712	GCA Capital Partners LLC	521 FIFTH AVENUE	17TH FLOOR	NEW YORK	NY	NEW YORK	10175	646-389-9049	DELAWARE							Limited Liability Company		overFiveYears	
0000898432-22-000599	YES	101	0001878132	Prescott Strategies Fund II LP	3100 MONTICELLO AVENUE, SUITE 600		DALLAS	TX	TEXAS	75205	214.750.0009	DELAWARE							Limited Partnership		withinFiveYears	2020
0000919574-22-005715	YES	101	0001785758	Avidity Capital Fund LP	2828 N HARWOOD STREET	SUITE 1220	DALLAS	TX	TEXAS	75201	214-550-1934	DELAWARE							Limited Partnership		withinFiveYears	2019
0001948527-22-000002	YES	101	0001948527	PR Fund I, a series of DashAngels, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0000919574-22-005713	YES	101	0001222041	Ostra Capital Partners, LP	OSTRA GP, LLC	2180 SAND HILL ROAD, SUITE 110	MENLO PARK	CA	CALIFORNIA	94025	650-485-4080	DELAWARE				OSTRA CAPITAL PARTNERS LP			Limited Partnership		overFiveYears	
0001013594-22-000618	YES	101	0001944216	2076 Morris Funding L.P.	999 CENTRAL AVENUE	SUITE 302	WOODMERE	NY	NEW YORK	11598	516-537-9645	NEW YORK							Limited Partnership		withinFiveYears	2022
0001013594-22-000617	YES	101	0001944215	Red House Funding L.P.	999 CENTRAL AVENUE	SUITE 302	WOODMERE	NY	NEW YORK	11598	516-537-9645	NEW YORK							Limited Partnership		withinFiveYears	2022
0001942199-22-000002	YES	101	0001942199	BLOCK 5, LLC	101 S REID ST., STE 201		SIOUX FALLS	SD	SOUTH DAKOTA	57103	605-323-2820	SOUTH DAKOTA							Limited Liability Company		withinFiveYears	2021
0001013594-22-000616	YES	101	0001944199	1533 Nelson Funding L.P.	999 CENTRAL AVENUE	SUITE 302	WOODMERE	NY	NEW YORK	11598	516-537-9645	NEW YORK							Limited Partnership		withinFiveYears	2022
0001922940-22-000001	YES	101	0001922940	Realterm Europe Logistics Income Fund, SCSp	6, RUE DICKS		LUXEMBOURG	N4	LUXEMBOURG	L-1417	352 20 600 100	LUXEMBOURG							Limited Partnership		withinFiveYears	2022
0001013594-22-000615	YES	101	0001944198	1665 Brooklyn Funding L.P.	999 CENTRAL AVENUE	SUITE 302	WOODMERE	NY	NEW YORK	11598	516-537-9645	NEW YORK							Limited Partnership		withinFiveYears	2022
0001522805-22-000001	YES	101	0001522805	Kyruus, Inc.	100 Franklin Street	8TH FLOOR	BOSTON	MA	MASSACHUSETTS	02110	617-419-2060	DELAWARE							Corporation		overFiveYears	
0000919574-22-005711	YES	101	0001785757	Avidity Capital Offshore Fund Ltd.	OGIER GLOBAL (CAYMAN) LIMITED	89 NEXUS WAY	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9009	214-550-1934	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	withinFiveYears	2019
0000919574-22-005710	YES	101	0001648022	MALTA TITAN FUND, L.P.	MALTESE CAPITAL HOLDINGS, LLC	150 EAST 52ND STREET, 30TH FLOOR	NEW YORK	NY	NEW YORK	10022	212-486-7300	CAYMAN ISLANDS							Limited Partnership		overFiveYears	
0001946636-22-000002	YES	101	0001946636	IN Fund I, a series of Spacecadet Ventures, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001011548-22-000001	YES	101	0001011548	PITCAIRN ALTERNATIVE INVESTMENT FUND L P	ONE PITCAIRN PLACE, SUITE 3000	165 TOWNSHIP LINE ROAD	JENKINTOWN	PA	PENNSYLVANIA	19046	215.887.6700	DELAWARE							Limited Partnership		overFiveYears	
0000919574-22-005707	YES	101	0001531937	PERTERRA GLOBAL EQUITY PORTFOLIO, LP	8 SOUND SHORE DRIVE		GREENWICH	CT	CONNECTICUT	06830	203-661-0030	DELAWARE				ALTRINSIC GLOBAL EQUITY PORTFOLIO, LP			Limited Partnership		overFiveYears	
0000919574-22-005705	YES	101	0001338044	PERTERRA INTERNATIONAL EQUITY PORTFOLIO, LP	8 SOUND SHORE DRIVE		GREENWICH	CT	CONNECTICUT	06830	203-661-0030	DELAWARE				ALTRINSIC INTERNATIONAL EQUITY PORTFOLIO, LP	ALTRINSIC INTERNATIONAL EQUITY PORTFOLIO, L.P.	Altrinsic International Equity Portfolio LP	Limited Partnership		overFiveYears	
0001315863-22-000633	YES	101	0001504014	Praesidium Strategic Opportunities Offshore Fund, Ltd.	C/O INTERTRUST CORP SERV (CAYMAN) LTD	One Nexus Way	Camana Bay, Grand Cayman	E9	CAYMAN ISLANDS	KY1-9005	212.821.1495	CAYMAN ISLANDS							Other	Cayman Islands exempted company	overFiveYears	
0001566114-22-000102	YES	101	0001685646	Mount Vernon Liquid Assets Portfolio, LLC	800 NICOLLET MALL		MINNEAPOLIS	MN	MINNESOTA	55402	612-303-3987	DELAWARE							Limited Liability Company		overFiveYears	
0001315863-22-000632	YES	101	0001504025	Praesidium Strategic Opportunities Fund, LP	1411 BROADWAY	29TH FLOOR	NEW YORK	NY	NEW YORK	10018	212.821.1495	DELAWARE							Other	Cayman Islands exempted company	overFiveYears	
0001947179-22-000002	YES	101	0001947179	RA Fund I, a series of Better Capital, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001599949-22-000002	YES	101	0001599949	3CLogic, Inc.	9201 CORPORATE BLVD, SUITE 470		ROCKVILLE	MD	MARYLAND	20850	240-454-6347	DELAWARE							Corporation		overFiveYears	
0000950142-22-002810	YES	101	0001947876	BAAM 1839 Fund L.P.	C/O MAPLE CORPORATE SERVICES LIMITED	POB 309, UGLAND HOUSE	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1 - 1104	212-583-5000	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2022
0000902664-22-004400	YES	101	0001826976	NCP RFF LP	C/O OGIER GLOBAL (CAYMAN) LIMITED	89 NEXUS WAY, CAMANA BAY	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9009	(345) 949-9876	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2020
0000902664-22-004399	YES	101	0001633826	Columbus Hill Opportunities Overseas, L.P.	C/O INTERTRUST CORP. SVCS. (CAYMAN) LTD	ONE NEXUS WAY, CAMANA BAY	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9005	(345) 943-3100	CAYMAN ISLANDS							Limited Partnership		overFiveYears	
0000902664-22-004398	YES	101	0001633816	Columbus Hill Opportunities Fund, L.P.	51 JOHN F KENNEDY PARKWAY	SUITE 220	SHORT HILLS	NJ	NEW JERSEY	07078	(973) 921-3425	DELAWARE							Limited Partnership		overFiveYears	
0000902664-22-004396	YES	101	0001685924	Rubric Capital Partners LP	C/O RUBRIC CAPITAL GP LLC	155 EAST 44TH STREET, SUITE 1630	NEW YORK	NY	NEW YORK	10017	(212) 418-1888	DELAWARE							Limited Partnership		overFiveYears	
0000902664-22-004395	YES	101	0001685909	Rubric Capital Offshore Fund Ltd.	C/O MAPLES AND CALDER	UGLAND HOUSE, PO BOX 309	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	(212) 418-1888	CAYMAN ISLANDS							Corporation		overFiveYears	
0000902664-22-004394	YES	101	0001716193	AllianceBernstein Delaware Business Trust - AB Global Research Insights Series II	1345 AVENUE OF THE AMERICAS		NEW YORK	NY	NEW YORK	10105	(212) 969-1000	DELAWARE							Business Trust		withinFiveYears	2017
0000902664-22-004393	YES	101	0001754994	AllianceBernstein Delaware Business Trust - AB International Research Insights Harvesting Series T	1345 AVENUE OF THE AMERICAS		NEW YORK	NY	NEW YORK	10105	(212) 969-1000	DELAWARE							Business Trust		withinFiveYears	2018
0000902664-22-004392	YES	101	0001826064	Serengeti Caracal Multi-Series LLC - Series AL	632 BROADWAY	SUITE 901	NEW YORK	NY	NEW YORK	10012	212-672-2200	DELAWARE							Limited Liability Company		withinFiveYears	2019
0000902664-22-004391	YES	101	0001885322	Blackstone Hammer Fund Ltd.	345 PARK AVENUE	28TH FLOOR	NEW YORK	NY	NEW YORK	10154	212-583-5000	CAYMAN ISLANDS							Corporation		withinFiveYears	2021
0000902664-22-004390	YES	101	0001820017	Series A of Co-Invest Opportunity Fund LLC	299 PARK AVENUE		NEW YORK	NY	NEW YORK	10171	212-303-9400	DELAWARE				Co-Invest Opportunity Fund LLC			Limited Liability Company		withinFiveYears	2020
0000902664-22-004389	YES	101	0001884661	SPAC Opportunity Fund II	C/O WALKERS CORPORATE LIMITED	190 ELGIN AVENUE	GEORGE TOWN, GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9008	(345) 814-7600	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	withinFiveYears	2021
0000902664-22-004388	YES	101	0001826785	Fernbridge Capital Offshore Fund Ltd	C/O MAPLES CORPORATE SERVICES LIMITED	ULGAND HOUSE, PO BOX 309	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	345-949-8066	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	withinFiveYears	2020
0000902664-22-004387	YES	101	0001826535	Fernbridge Capital Onshore Fund LP	11111 SANTA MONICA BLVD.	SUITE 1150	LOS ANGELES	CA	CALIFORNIA	90025	424-427-4854	DELAWARE							Limited Partnership		withinFiveYears	2020
0000902664-22-004386	YES	101	0001825616	Anomaly Capital International, Ltd.	C/O WALKERS CORPORATE LIMITED	190 ELGIN AVENUE	GEORGE TOWN, GRAND CAYMAN	NY	NEW YORK	KY1-9008	345-814-7600	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	withinFiveYears	2020
