ACCESSIONNUMBER	INDUSTRYGROUPTYPE	INVESTMENTFUNDTYPE	IS40ACT	REVENUERANGE	AGGREGATENETASSETVALUERANGE	FEDERALEXEMPTIONS_ITEMS_LIST	ISAMENDMENT	PREVIOUSACCESSIONNUMBER	SALE_DATE	YETTOOCCUR	MORETHANONEYEAR	ISEQUITYTYPE	ISDEBTTYPE	ISOPTIONTOACQUIRETYPE	ISSECURITYTOBEACQUIREDTYPE	ISPOOLEDINVESTMENTFUNDTYPE	ISTENANTINCOMMONTYPE	ISMINERALPROPERTYTYPE	ISOTHERTYPE	DESCRIPTIONOFOTHERTYPE	ISBUSINESSCOMBINATIONTRANS	BUSCOMBCLARIFICATIONOFRESP	MINIMUMINVESTMENTACCEPTED	OVER100RECIPIENTFLAG	TOTALOFFERINGAMOUNT	TOTALAMOUNTSOLD	TOTALREMAINING	SALESAMTCLARIFICATIONOFRESP	HASNONACCREDITEDINVESTORS	NUMBERNONACCREDITEDINVESTORS	TOTALNUMBERALREADYINVESTED	SALESCOMM_DOLLARAMOUNT	SALESCOMM_ISESTIMATE	FINDERSFEE_DOLLARAMOUNT	FINDERSFEE_ISESTIMATE	FINDERFEECLARIFICATIONOFRESP	GROSSPROCEEDSUSED_DOLLARAMOUNT	GROSSPROCEEDSUSED_ISESTIMATE	GROSSPROCEEDSUSED_CLAROFRESP	AUTHORIZEDREPRESENTATIVE
0001362118-22-000067	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001362118-22-000057	2021-11-10		false	true									false		150000		Indefinite	182375500	Indefinite	Limited Partnership Interests	false		9	0		0			0		The manager and/or its affiliates are entitled to a performance allocation and a management fee.  The performance allocation and management fee are discussed in the Issuer's confidential offering materials.	false
0001362118-22-000066	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001362118-22-000056	2021-11-10		false	true									false		50000		Indefinite	36275000	Indefinite	Membership Interests	false		67	0		0			0		The manager and/or affiliates are entitled to a  performance allocation and a management fee.  The performance allocation and management fee are discussed in the Issuer's confidential offering materials.	false
0001946782-22-000001	Other Real Estate			Decline to Disclose		06c	false		2022-09-15		false	true									false		1		3600000	2201000	1399000		false		25	0		0			0			false
0001873986-22-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001567619-21-017733	2014-08-01		true					true					false		100000		Indefinite	609036329	Indefinite		false		6	409649	true	0	true	The estimated amount of sales commissions is based upon commissions paid from the inception of the Fund through June 30, 2022.	0	true		false
0000947871-22-001035	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000947871-17-000861	2017-11-01		true					true			true	Class A Interests, Class B Interests and Class C Interests	false		0		Indefinite	63666000	Indefinite		false		12	0		0			0		The Investment Manager is paid customary management fees, as provided in the Issuer's offering documents.	false
0001948976-22-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2019-09-30		true	true				true					false		100000		10067500	10067500	0		false		97	0		0			0	true	The General Partner will receive a management fee payable by the Issuer quarterly in advance.  The management fee will generally be equal to a percentage of commitments as specified in the Issuer's constituent agreement.	false
0001892013-22-000001	Other Technology			Decline to Disclose		06b	false		2022-09-16		false	true		true							false		0		7755344	6255346	1499998	The total offering amount and total amount sold includes the conversion of SAFEs and the issuance of warrants to purchase equity sold in the financing.	false		14	0		0			0			false
0001789564-22-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	true	0000950142-19-001354	2019-05-17		true	true				true					false		1		Indefinite	19064841	Indefinite		false		12	0	true	0	true		0	true	Certain management fees will be paid to an entity that is an affiliate of the Issuer, as described in the Issuer's Disclosure Document.	false
0001774406-22-000003	Other			Decline to Disclose		06b	true	0001774406-22-000002	2022-08-23		false	true									false		0		16719918	16719918	0	Total offering amount consists of $14,699,992.41 in Series B-1 Preferred Stock and $2,019,926.00 in Series B-2 Preferred Stock upon conversion of debt.	false		19	0		0			0			false
0001949126-22-000001	Commercial			Decline to Disclose		06b, 3C, 3C.1	false		2022-09-13		false	true				true					false		100000		1000000	1000000	0		false		1	0		0			0			false
0001567619-22-017973	Commercial			Decline to Disclose		06b	true	0001567619-22-015053		true	false	true									false		100000		37000000	0	37000000		false		0	2405000		0			1990000		KBEP will receive this amount for services provided in structuring the offering of the securities and acquisition of property associated therewith.	false
0001591412-22-000002	Other Technology			Decline to Disclose		06b	false		2022-09-15		false	true									false		0		5833932	4033928	1800004	Includes conversion of previously outstanding convertible securities.	false		10	0		0			0			false
0001949120-22-000001	Other			No Revenues		06b	false		2022-09-19		false	true									false		25000		1500000	575000	925000		true	0	14	0	true	0	true		0	true		false
0001940409-22-000003	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0	true		false
0001944867-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-08-29		false					true					false		1000		190060	190060	0		false		45	0		0			5060		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001754586-22-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001836460-21-000035	2018-10-01		true					true					false		200000		Indefinite	38359673	Indefinite		false		8	0		0			0	true		false
0001948703-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-06-24		false					true					false		1000		55750	55750	0		false		19	0		0			5575		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001948688-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-08-16		false					true					false		1000		76500	76500	0		false		12	0		0			8000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001945579-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-09-02		false					true					false		5000		102980	102980	0		false		12	0		0			4000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001945345-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-08-31		false					true					false		944		127719	127719	0		false		42	0		0			4000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001862799-22-000001	Other			No Revenues		06b	true	0001862799-21-000001	2021-05-30		true	true									false		50000		50000000	6675500	43324500		true	0	15	0	true	0	true		0	true		false
0001945203-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-08-29		false					true					false		1937		71000	71000	0		false		21	0		0			5535		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001913816-22-000003	Biotechnology			Decline to Disclose		06b	false		2022-09-26		false	true									false		0		2500000	2500000	0		false		4	0		0			0			false
0001949092-22-000001	Oil and Gas			Not Applicable		06c	false			true	false							true			false		5000		1050000	0	1050000		false		0	0		0			0			false
0001947832-22-000001	Other			Decline to Disclose		06b	false		2022-09-15		false	true									false		0		8015000	8015000	0		false		12	0		0			0			false
0001684643-22-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001684643-21-000001	2016-10-03		true					true					false		1000000		Indefinite	106497006	Indefinite		false		33	0		0			0		The investment manager, an affiliate of the GP, receives a management fee based on assets under management and the GP receives compensation based on a percentage of net annual profits, as described in the Issuer's confidential offering documents.	false
0001790254-22-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001790254-21-000002	2019-09-01		true	true				true					false		50000		Indefinite	102410778	Indefinite		false		50	0		0			0		The Investment Manager is entitled to a management fee.  The Special Limited Partner is entitled to a performance allocation. The management fee and performance allocation are discussed in the Issuer's confidential offering documents.	false
0001638309-22-000001	Other Technology			Decline to Disclose		06b	false		2022-09-22		false	true		true	true						false		0		344068	344068	0		false		2	0		0			0			false
0001943007-22-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06c, 3C, 3C.1	false		2022-09-01		false					true					false		100000		Indefinite	10203001	Indefinite		false		46	0		0			0			false
0001947956-22-000001	Other Technology			Decline to Disclose		06b	false		2022-09-15		false	true									false		0		9240000	6282257	2957743		false		88	0		0			0			false
0001919787-22-000002	Telecommunications			Decline to Disclose		06c	true	0001919787-22-000001	2022-03-14		true	true									false		5000		1000000	219000	781000		false		17	0		0			0			false
0001948652-22-000001	Commercial			Decline to Disclose		06c	false			true	false								true	Beneficial Interest in a Delaware Statutory Trust	false		25000		80279330	0	80279330		false		0	8479330	true	0			1364000	true		false
0001080368-22-000042	Other Health Care			Decline to Disclose		06b	false		2022-09-16		false	true									false		50000		6083750	1156168	4927582		false		12	0		0			0			false
0001946636-22-000003	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	true	0001946636-22-000002	2022-09-09		false					true					false		1000		285395	285395	0		false		36	0		0			5395		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001695723-22-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0000902664-21-004395	2017-03-01		true	true				true					false		250000		Indefinite	4926076	Indefinite		false		13	0		0			0			false
0001012975-22-000413	Pooled Investment Fund	Private Equity Fund	false	Not Applicable		06b, 3C, 3C.7	true	0001943691-22-000003	2022-08-18		false					true					false		700000		Indefinite	368800000	Indefinite		false		67	306250	true	0			0			false
0001947397-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-09-29		false					true					false		1000		181792	181792	0		false		46	0		0			7478		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0000919574-22-005731	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	true	true				true					false		0		Indefinite	0	Indefinite		false		0	0	true	0	true		0	true	The Managing Member receives customary management fees.	false
0001012975-22-000412	Pooled Investment Fund	Private Equity Fund	false	Not Applicable		06b, 3C, 3C.7	true	0001943691-22-000001	2022-08-18		false					true					false		250000		Indefinite	155750000	Indefinite		false		29	135000	true	0			0			false
0001948692-22-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1, 3C.7	false		2022-09-16		false	true				true					false		0		25000000	16300000	8700000		false		19	0		0			0			false
0001946712-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-09-29		false					true					false		1000		71550	71550	0		false		16	0		0			7155		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001948995-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-09-26		false					true					false		5000		100000	100000	0		false		7	0		0			0			false
0001948993-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-09-27		false					true					false		1000		145628	145628	0		false		23	0		0			0			false
0001947739-22-000001	Residential			Decline to Disclose		06b	false		2022-09-30		false	true									false		50000		50000000	50000000	0		false		94	0		0			0			false
0001948986-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-09-28		false					true					false		1000		1640985	1640985	0		false		35	0		0			9660		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001946725-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-09-29		false					true					false		1000		167633	167633	0		false		33	0		0			6028		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0000947871-22-001033	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	9999999997-04-038146	2001-04-01		true	true				true					false		200000		Indefinite	166100000	Indefinite		false		115	0		0			0			false
0001948916-22-000001	Other Technology			Decline to Disclose		06b	false		2022-08-10		false	true							true	This filing covers the sale and issuance of Series Seed-1 Preferred Stock, the conversion of certain SAFEs into Series Seed-2 Preferred Stock and the underlying shares of Common Stock issuable upon conversion of such Preferred Stock.	false		1		8107500	8107500	0	This filing covers the sale and issuance of Series Seed-1 Preferred Stock, the conversion of certain SAFEs into Series Seed-2 Preferred Stock and the underlying shares of Common Stock issuable upon conversion thereof.	false		15	0		0			0			false
